순번,학원 및 교습소명,주소
2201,대청셈수학교습소,대구광역시 수성구 교학로11길 46  302동 303호 (만촌동 만촌우방타운)
2202,뉴(New)피아노치는아이들음악교습소,대구광역시 중구 달구벌대로 1950  101동 5호(남산동 남산그린타운)
2203,문철희수학교습소,대구광역시 수성구 범어로 77   2층 (범어동)
2204,로뎀수학교습소,대구광역시 중구 달성로22길 13  2층 일부 (수창동)
2205,뮤엠영어교습소,대구광역시 수성구 범안로8길 35  범물삼주타운 상가 106동 102호(범물동범물삼주타운)
2206,돌체피아노교습소,대구광역시 수성구 들안로73길 50-6   상가 4층 (수성동4가)
2207,그림찬미술교습소,대구광역시 동구 동호로 47  상록아이투빌 상가동 2층 201호 (동호동)
2208,두드림피아노교습소,대구광역시 수성구 시지로 21-14   2층 (시지동)
2209,이지국어교습소,대구광역시 수성구 수성로69길 65  상가7동 204호 (수성동1가 수성 롯데캐슬 THE FIRST)
2210,책나래만촌논술교습소,대구광역시 수성구 교학로11길 46  302동 301호 (만촌동만촌우방타운)
2211,그림나무미술교습소,대구광역시 수성구 들안로20길 33  1층 (두산동)
2212,피치영어교습소,대구광역시 동구 율하동로24길 14  천일맨션 상가 1동 103호 (신기동)
2213,최진향피아노음악교습소,대구광역시 수성구 동원로 123  201호 (만촌동 메트로팔레스2단지아파트)
2214,예원피아노교습소,대구광역시 수성구 청호로84길 24 (범어동)
2215,시스템과학교습소,대구광역시 수성구 달구벌대로504길 30   1층 (범어동)
2216,리딩파워영어교습소,대구광역시 수성구 교학로11길 81   3층 (만촌동)
2217,올라아트미술교습소,대구광역시 수성구 달구벌대로650길 29  112동 302호(신매동 신화빌라트상가)
2218,동인계명피아노교습소,대구광역시 중구 국채보상로142길 20-9 동인동4가 1층
2219,구상희수학교습소,대구광역시 동구 효목로 56   외 1필지 골든시티상가 6층 (효목동)
2220,온물리과학교습소,대구광역시 수성구 범어로16길 16   2층 (범어동)
2221,근정한문교습소,대구광역시 수성구 범어로16길 6-8  1층 일부 (범어동)
2222,소정서예교습소,대구광역시 동구 아양로37길 53  1층 (신암동)
2223,헬로미술교습소,대구광역시 수성구 달구벌대로 3304-1  사월화성파크드림상가 210동 12호 (신매동)
2224,글빛김박사논술교습소,대구광역시 수성구 달구벌대로649길 14  상가 203호(신매동아이프라임신매아파트)
2225,신선생영어교습소,대구광역시 동구 팔공로 260  301동 104호 (봉무동 협성휴포레 이시아폴리스)
2226,샵플렛피아노교습소,대구광역시 동구 동호로3길 22  3층 일부 (동호동)
2227,진선생수학교습소,대구광역시 수성구 달구벌대로496길 21-9  201호 (범어동)
2228,성진수학교습소,대구광역시 수성구 고산로 121-19   4층 (매호동)
2229,마음연구소미술교습소,대구광역시 수성구 노변공원로7길 1   1층 (시지동)
2230,윤상미피아노교습소,대구광역시 수성구 범안로4길 33   1층 (범물동)
2231,일등수학교습소,대구광역시 동구 동호로5길 12  4층 (신서동)
2232,천지창조미술교습소,대구광역시 수성구 달구벌대로669길 70  시지6차태왕리더스 상가 301동 107호 (사월동)
2233,위너스수학교습소,대구광역시 수성구 달구벌대로 3294  115호 (신매동 시지퍼스트)
2234,시온피아노교습소,대구광역시 동구 팔공로101길 55  팔공보성2차아파트 208동(상가) 206호 (지묘동)
2235,즐거운피아노교습소,대구광역시 동구 동촌로58길 79   외 1필지 1층 (방촌동)
2236,배인숙성악교습소,대구광역시 수성구 청솔로 122  2층 일부 (범어동)
2237,김선영바이올린교습소,대구광역시 수성구 수성로 375-1   3층 (수성동1가)
2238,솔리스트뮤직음악교습소,대구광역시 수성구 범안로 40  우방청아아파트 상가 208동 103호 (범물동)
2239,MATH21수학교습소,대구광역시 수성구 수성로 393  수성하이츠상가 208호 (수성동4가)
2240,코리아알고리듬컴퓨터교습소,대구광역시 수성구 달구벌대로 3092-1   3층 (시지동)
2241,포르테피아노교습소,대구광역시 수성구 달구벌대로641길 27   가동 117호 (매호동)
2242,해법영어교습소,대구광역시 수성구 노변공원로 47-1   2층 (노변동)
2243,채움아트미술교습소,대구광역시 중구 재마루길 98  2층 (남산동)
2244,스터디수학교습소,대구광역시 동구 동촌로58길 79   1층 (방촌동)
2245,수영어교습소,대구광역시 수성구 범어로16길 32  솔향 2층 (범어동)
2246,서인호수학교습소,대구광역시 수성구 달구벌대로 2570  210호 (만촌동수성 아크로타워)
2247,멘톨영어교습소,대구광역시 수성구 수성로57길 11   1층 (수성동1가)
2248,파인아트미술교습소,대구광역시 수성구 청호로69길 79   1층 (황금동)
2249,아트큐브미술교습소,대구광역시 수성구 상화로5길 17   1층 (상동)
2250,홍지국어교습소,대구광역시 수성구 범어로 78   4층 (범어동)
2251,골든바이올린교습소,대구광역시 수성구 들안로28길 20   1층 (황금동)
2252,강성영어교습소,대구광역시 수성구 청호로 421  2층 (범어동)
2253,로뎀피아노교습소,대구광역시 수성구 지범로22길 20  지산현대맨션상가 106동 202호 (지산동)
2254,켈스영어교습소,대구광역시 동구 아양로 220  2층 일부 (효목동)
2255,탑에이스수학교습소,대구광역시 수성구 청호로57길 14  2층 (황금동)
2256,한율국어교습소,대구광역시 수성구 범어로 66   2층 (범어동)
2257,김순영수학교습소,대구광역시 수성구 범안로4길 33   1층 (범물동)
2258,브니엘음악교습소,대구광역시 동구 효동로 53  2층 일부 (효목동)
2259,해법영어교습소,대구광역시 수성구 동원로 62   1층 (만촌동)
2260,김미숙수학교습소,대구광역시 수성구 천을로 91  태왕아너스상가 301동 201호 (시지동)
2261,행복을그리는아이들미술교습소,대구광역시 수성구 천을로 91  태왕아너스상가 301동 201호 (시지동)
2262,해법영어토크(TALK)채움영어교습소,대구광역시 동구 화랑로80길 8  146동 207호(방촌동 우방강촌마을)
2263,공든탑수학교습소,대구광역시 수성구 동원로 62   1층 (만촌동)
2264,꿈을그리는아이들미술교습소,대구광역시 동구 반야월로 370  306동 206호(신서동 신일해피트리)
2265,닥터잉글리쉬영어교습소,대구광역시 수성구 만촌로24길 11   1층 (만촌동)
2266,아트스토리(artstory)아동전문미술교습소,대구광역시 수성구 들안로32길 14  1층 일부 (황금동)
2267,창의셈터수학교습소,대구광역시 수성구 고산로 160-20 () 
2268,율피아노클래스피아노교습소,대구광역시 수성구 달구벌대로627길 60  1층 일부 (매호동)
2269,한우리독서토론논술매호논술교습소,대구광역시 수성구 천을로31길 8  110동 103호(매호동 서한2차상가)
2270,아마빌레피아노교습소,대구광역시 수성구 교학로12길 41  1층 일부 (만촌동)
2271,맑은소리피아노교습소,대구광역시 중구 국채보상로 744  5층 일부 (동인동4가)
2272,SKY영재수학교습소,대구광역시 중구 남산로13길 17  116동 303호(남산동 보성황실아파트)
2273,캐슬미술교습소,대구광역시 수성구 청수로 213  캐슬골드파크1단지 302호 (황금동)
2274,라라피아노교습소,대구광역시 동구 동촌로48길 24-35   2층 (방촌동)
2275,스토리피아노음악교습소,대구광역시 수성구 노변공원로 47  1층 (노변동)
2276,리틀바흐음악교습소,대구광역시 수성구 천을로 34-7  1층 일부 (시지동)
2277,해법영어교습소,대구광역시 수성구 상화로5길 25 () 
2278,EnglishBuddy영어교습소,대구광역시 수성구 수성로57길 3   2층 (수성동1가)
2279,해법수학셀파수학교습소,대구광역시 수성구 들안로28길 25  1층 일부 (황금동)
2280,CHAN'S수학교습소,대구광역시 수성구 청호로 370  장원아파트 상가 108동 203 (범어동)
2281,명문수학교습소,대구광역시 수성구 무학로27길 27  1층 일부 (지산동)
2282,해법영어랩교실영어교습소,대구광역시 동구 동부로34길 49   1층 (신천동)
2283,1등급수학교습소,대구광역시 수성구 들안로73길 50-6   2층 (수성동4가)
2284,생생과학교습소,대구광역시 수성구 용학로 272 범물동 a동 2-10호
2285,탑클래스수학교습소,대구광역시 수성구 동대구로38길 82   1층 (범어동)
2286,캐슬컴퓨터교습소,대구광역시 수성구 청수로 213  종합상가동 308호 (황금동 캐슬골드파크)
2287,이호철수학교습소,대구광역시 수성구 범어천로 172 범어동 2층
2288,수성점해법중국어교습소,대구광역시 수성구 달구벌대로456길 43  102동 102호(수성동1가 수성영남타운)
2289,혜윰수학수학교습소,대구광역시 수성구 신매로16길 8-1   2층 (신매동)
2290,레벨업수학교습소,대구광역시 동구 동촌로 169  방촌로하스 201호 (방촌동)
2291,메리영어교습소,대구광역시 수성구 신매로16길 8-1   2층 (신매동)
2292,사고력수학교습소,대구광역시 수성구 효행로2길 108 () 
2293,힘쎈플러스수학교습소,대구광역시 수성구 청수로 235  상가동 314-5호 일부 (황금동 캐슬골드파크 2단지)
2294,석암당서원신매한문교습소,대구광역시 수성구 신매로 26 () 
2295,샤인수학교습소,대구광역시 수성구 노변공원로7길 6-12  1층 일부 (노변동)
2296,이종혁과학교습소,대구광역시 수성구 달구벌대로 2668  4층 (만촌동)
2297,피카소미술교습소,대구광역시 수성구 동대구로6길 10   1층 (지산동)
2298,예지원한문교습소,대구광역시 수성구 청호로 340  상가 1층 4호 (범어동목련아파트)
2299,칸타빌레피아노교습소,대구광역시 수성구 국채보상로214길 32   1층 (만촌동)
2300,한솔플러스영어황금영어교습소,대구광역시 수성구 들안로28길 27   1층 (황금동)
2301,서종서예교습소,대구광역시 동구 방천로6길 62  1층 일부 (불로동)
2302,니나피아노교습소,대구광역시 중구 달구벌대로 1970  남산휴먼시아2단지 상가동 206호 207호 (남산동)
2303,해법영어교습소,대구광역시 중구 달구벌대로 1970  상가동 204호 (남산동남산휴먼시아2단지)
2304,지송서당한문교습소,대구광역시 수성구 교학로12길 35 () 
2305,해법영어교습소,대구광역시 수성구 상록로 82  3층 일부 (범어동)
2306,아트몽드미술교습소,대구광역시 수성구 달구벌대로649길 14  302동 205호(신매동 아이프라임신매아파트)
2307,아르떼음악교습소,대구광역시 수성구 지범로40길 11  201호 일부 (범물동 범물서한화성아파트)
2308,칸타빌레바이올린교습소,대구광역시 수성구 수성로 71  상가 3동 201호 (상동 수성동일하이빌레이크시티아파트)
2309,논리수학교습소,대구광역시 동구 동호로9길 13   1층 (신서동)
2310,훈수학교습소,대구광역시 수성구 용학로 223  에덴아파트 상가동 1층2호 (지산동)
2311,FM수학교습소,대구광역시 수성구 들안로32길 9 () 
2312,아이큐수학교습소,대구광역시 동구 화랑로80길 8  우방강촌마을아파트 146동 202호 (방촌동 우방강촌마을)
2313,계명피아노교습소,대구광역시 수성구 상록로11길 19  2층 201호 (범어동)
2314,장샘국어교습소,대구광역시 수성구 범어로 75 범어동 범어 SK VIEW 104-201
2315,필즈수학교습소,대구광역시 수성구 동대구로50길 37   유림노르웨이숲아파트 상가동 204호 (범어동)
2316,경동뮤엠영어교습소,대구광역시 수성구 청호로 370  상가 108동 202호(범어동 장원아파트)
2317,프로테우스수학교습소,대구광역시 수성구 달구벌대로496길 12  3층 (범어동)
2318,해냄영어교습소,대구광역시 수성구 범어로16길 34 범어동 1층
2319,똑똑한수학교습소,대구광역시 수성구 달구벌대로650길 29  신화빌라트아파트 상가 112동 104호 (신매동)
2320,백점수학교습소,대구광역시 동구 동호로9길 25   1층 (신서동)
