순번,학원 및 교습소명,주소
1882,JMT수학과학학원,대구광역시 수성구 청호로 432 3층(범어동)
1883,생각수학학원,대구광역시 수성구 달구벌대로652길 11-5 2층(신매동)
1884,강남수학학원범어점학원,대구광역시 수성구 범어로 87 2층(범어동)
1885,아크원영어학원,대구광역시 수성구 들안로28길 24-42 1층(황금동)
1886,원앤원재수생1인실학사원앤독서실,대구광역시 동구 동부로30길 100-15 7층(신천동)
1887,학봉공시생1인실학사원앤독서실,대구광역시 동구 동부로30길 100-15 8층(신천동)
1888,CMS영재교육센터범어학원,대구광역시 수성구 달구벌대로 2485 5층(범어동)
1889,새올수학학원,대구광역시 수성구 범어로 80 4층(범어동)
1890,드림발레학원,대구광역시 수성구 청호로 428 5층(범어동)
1891,황금컨트롤수학전문학원,대구광역시 수성구 청솔로6길 23 2층(황금동)
1892,아이샾기타학원,대구광역시 수성구 용학로30길 111 2층(지산동)
1893,공필왕율하학원,대구광역시 동구 율하동로 34 2층 202호(율하동)
1894,문봉1인실학사원앤독서실,대구광역시 동구 동부로30길 100-15 5층(신천동)
1895,유니온영어학원,대구광역시 수성구 범어로 81 2층(범어동)
1896,리멜드럼&피아노실용음악학원,대구광역시 수성구 들안로 353-1 3층(수성동4가)
1897,기탄사고력교실신서학원,대구광역시 동구 반야월북로 221 301동 201호(신서동신서화성파크드림)
1898,정승7학원,대구광역시 수성구 청호로85길 1 3층(범어동)
1899,리딩리더어학원,대구광역시 수성구 범어천로 128 2층 일부(범어동)
1900,매쓰피아수학학원,대구광역시 수성구 범어로 83 2층(범어동)
1901,크로바종합학원,대구광역시 수성구 지범로39길 11-10 402호(범물동)
1902,샤인마스터즈학원,대구광역시 수성구 범어로 75 103동 302호(범어동범어에스케이뷰아파트1단지)
1903,영수학학원,대구광역시 수성구 들안로64길 9 3층(수성동3가)
1904,IB스콜라영어학원,대구광역시 동구 동호로7길 28 1층(신서동)
1905,피움영어학원,대구광역시 수성구 달구벌대로504길 32 4층 일부(범어동)
1906,은학수학학원,대구광역시 동구 안심로16길 47 212호(율하동)
1907,지성엠학원,대구광역시 수성구 달구벌대로 2532 9층(범어동)
1908,우성학원,대구광역시 동구 안심로 368 4층(신서동)
1909,비탑에이아이원격학원,대구광역시 수성구 달구벌대로 2532 7층(범어동)
1910,대치138S관학원,대구광역시 수성구 달구벌대로 2575 13층(만촌동)
1911,보람있는수학학원,대구광역시 수성구 동대구로 300 401동 404호(범어동범어 롯데캐슬)
1912,에듀플렉스에듀코치개별지도수성1학원,대구광역시 수성구 신천동로88길 46 2층 일부(수성동4가)
1913,레그업수학학원,대구광역시 수성구 달구벌대로496길 19-3 3층 4층(범어동)
1914,더루체음악학원,대구광역시 중구 태평로28길 13 115동 218호(태평로2가힐스테이트 대구역)
1915,황통수학3호관학원,대구광역시 수성구 달구벌대로 2477 9층(범어동)
1916,와이케이플러스학원,대구광역시 수성구 수성로 400 201호(수성동4가수성우방팔레스아파트)
1917,만촌블루밍아트미술학원,대구광역시 수성구 화랑로 158 201호(만촌동더테라스)
1918,가맹2호점더나은피아노음악학원,대구광역시 동구 신암로18길 12-1 4층(신암동)
1919,PS과학학원,대구광역시 수성구 달구벌대로652길 36 1층(신매동)
1920,르네수학학원,대구광역시 수성구 지범로46길 9-3 3층 일부(범물동)
1921,더퍼스트에듀라운지독서실,대구광역시 수성구 달구벌대로496길 24 2층 일부(범어동)
1922,그린램프라이브러리만촌캠퍼스관리형독서실,대구광역시 수성구 달구벌대로 2598 310호 일부(만촌동)
1923,대구애견미용학원,대구광역시 중구 명덕로 195 3층 일부(남산동)
1924,이루다수학영어학원,대구광역시 동구 팔공로51길 15-5 401호(봉무동)
1925,보이스팩토리실용음악학원,대구광역시 수성구 달구벌대로 2637 2층(만촌동)
1926,보람찬독서논술국어학원,대구광역시 동구 과학로13길 16 2층(각산동)
1927,코이수학학원,대구광역시 수성구 범어로20길 109 4층(범어동)
1928,디앤무용학원,대구광역시 수성구 월드컵로6길 69 (대흥동)
1929,아우라에듀학원,대구광역시 수성구 달구벌대로 2475 5층(범어동)
1930,와이즈영어학원,대구광역시 수성구 달구벌대로456길 20 2층(수성동1가)
1931,JYP영어학원,대구광역시 동구 송라로 58 2층(신천동)
1932,더올림영어학원,대구광역시 동구 과학로13길 8 501호 일부(각산동)
1933,박은숙성악학원,대구광역시 수성구 달구벌대로 2616-5 1층(만촌동)
1934,윤선생IGSE아카데미대구새론학원,대구광역시 동구 과학로13길 16 1층 일부(각산동)
1935,수완재에듀학원,대구광역시 수성구 달구벌대로496길 3 3층 302호(범어동)
1936,혜윰미술학원,대구광역시 중구 명덕로 175 2층(남산동)
1937,오쌤플러스수학학원,대구광역시 동구 율하동로 34 2층 일부(율하동)
1938,율하솔리음악학원,대구광역시 동구 율하동로 42 2층 일부(율하동)
1939,제이브영어학원,대구광역시 수성구 달구벌대로 2614 3층(만촌동)
1940,큐브국어논술영어학원,대구광역시 중구 대봉로 271 302호(봉산동)
1941,만하임바이올린학원,대구광역시 동구 팔공로51길 15-5 306호(봉무동)
1942,율하스마트해법영수학원,대구광역시 동구 금호강변로3길 22 상가동 302호(율하동우방아이유쉘아파트)
1943,YS수학학원,대구광역시 수성구 청호로 469 2층(범어동)
1944,청담수학원,대구광역시 중구 달구벌대로 1990 4층(남산동)
1945,탄츠엠무용학원,대구광역시 중구 중앙대로 284 4층(남산동)
1946,HM하이수학학원,대구광역시 동구 송라로10길 33 302동 2206호 2207호(신천동동대구역 센트럴시티자이)
1947,플로라발레학원,대구광역시 동구 동호로 69 303호(동호동)
1948,러셀대구내신전문관독서실,대구광역시 수성구 달구벌대로 2492 5층(범어동)
1949,러셀대구내신전문관학원,대구광역시 수성구 달구벌대로 2492 6층(범어동)
1950,모멘텀입시학원,대구광역시 수성구 동대구로20길 102 2층(지산동)
1951,매쓰로드수학만촌관학원,대구광역시 수성구 달구벌대로 2614 2층(만촌동)
1952,강재수학학원,대구광역시 수성구 달구벌대로 2468 5층(범어동)
1953,와이매쓰수학학원,대구광역시 수성구 국채보상로200길 23 3층 일부 4층(만촌동)
1954,키박스수학학원,대구광역시 수성구 동대구로20길 102 3층(지산동)
1955,예준애견미용학원,대구광역시 중구 태평로 298 2~3층(동인동3가)
1956,몽키챌린지미술학원,대구광역시 중구 태평로28길 13 115동 213호(태평로2가힐스테이트 대구역)
1957,상상날개과학톡톡영어학원,대구광역시 동구 안심로22길 54 602호(율하동)
1958,2호관씽크N리드국어수학학원,대구광역시 수성구 명덕로 455 101동 205호(수성동3가수성3가롯데캐슬아파트)
1959,이소정국어학원,대구광역시 수성구 달구벌대로652길 36 2층(신매동)
1960,이동주수학학원,대구광역시 수성구 청수로 235 314-4호(황금동캐슬골드파크 2단지)
1961,기탄사고력교실알파시티학원,대구광역시 수성구 알파시티2로 15 401호(시지동)
1962,캄애견미용학원,대구광역시 동구 경대로 36 8층(신암동)
1963,힛더기타음악학원,대구광역시 중구 국채보상로 631 3층(공평동)
1964,라트리에미술학원,대구광역시 수성구 상록로11길 27 1층(범어동)
1965,단1%만아는국어학원,대구광역시 수성구 범어로20길 64 2층 5층
1966,쏠수학학원,대구광역시 수성구 달구벌대로492길 35 4층(범어동)
1967,기탄사고력교실시지고산학원,대구광역시 수성구 천을로 70 107동 202호(시지동시지월드메르디앙)
1968,이시아폴리스점와와학습코칭학원,대구광역시 동구 팔공로51길 33 A-503호(봉무동)
1969,더락:수학학원,대구광역시 수성구 청수로26길 46 N플레이스 1동 601호(두산동)
1970,유캔영어학원,대구광역시 수성구 달구벌대로 2551 3층(만촌동)
1971,비바뮤직스쿨범어음악학원,대구광역시 수성구 달구벌대로488길 4 2층(범어동)
1972,리드인독서논술경동학원,대구광역시 수성구 청호로 418 302동 102호~103호(범어동빌리브 범어)
1973,홍쌤의일본어교실학원,대구광역시 중구 중앙대로 391 214호 215호 217호(동성로3가)
1974,명덕점애니포스별관만화학원,대구광역시 중구 명덕로 177 2층(남산동)
1975,스프라이팅영어학원,대구광역시 중구 태평로 50 C-206호 207호(도원동힐스테이트 도원 센트럴)
1976,리딩오션대청점독서학원,대구광역시 수성구 교학로 74 1층 일부(만촌동)
1977,책나무사월점학원,대구광역시 수성구 달구벌대로 3300-5 4층(신매동)
1978,안선정수학학원,대구광역시 동구 과학로13길 14 401호(각산동)
1979,루미너스수학학원,대구광역시 동구 동호로 88 303호(신서동영조 아름다운나날)
1980,대치수학만촌점학원,대구광역시 수성구 달구벌대로 2553 6층 일부(만촌동)
1981,엠아트스쿨미술학원,대구광역시 수성구 달구벌대로 2480 102호(범어동)
1982,퍼스트라온수학학원,대구광역시 동구 신암로18길 12 3층(신암동)
1983,대구역점2호관와와학습코칭학원,대구광역시 중구 서성로 99 상가동 203호(수창동대구역센트럴자이)
1984,아이들의수학학원,대구광역시 수성구 범어천로 117 2층(범어동)
1985,그린아트스콜레동대구미술학원,대구광역시 동구 신암북로11길 74 4층(신암동)
1986,델타원독서실,대구광역시 수성구 달구벌대로 2565 1101호(만촌동)(만촌동)
1987,퀀텀과학L관학원,대구광역시 수성구 달구벌대로 2528 4층(범어동)
1988,진수학당수학학원,대구광역시 수성구 천을로 180 204호(매호동동서1차아파트)
1989,앨리스플라워디자인학원,대구광역시 수성구 범어천로 73 201~203호(범어동)
1990,수능선배샤학관학원,대구광역시 수성구 달구벌대로 2507 5층 501호(범어동)
1991,다원컴퓨터학원,대구광역시 동구 동호로5길 9 3층 일부(신서동)
1992,리드인독서논술국어수성1가롯데캐슬점학원,대구광역시 수성구 명덕로75길 14-2 3층(수성동1가)
1993,리드인독서논술중동푸르지오점학원,대구광역시 수성구 수성로35길 50 2층 16~17호(중동수성푸르지오리버센트)
1994,튜브스페이스학원,대구광역시 중구 중앙대로 391 305~307호(동성로3가)
1995,에쎈프렙학원,대구광역시 수성구 달구벌대로489안길 14 1~3층(범어동)
1996,더원수학학원,대구광역시 수성구 범어로12길 20 2~3층(범어동)
1997,룸오브아티스트미술학원,대구광역시 수성구 수성로54길 43 12층 전부(중동)
1998,수능선배샤학관독서실,대구광역시 수성구 달구벌대로 2507 502호(범어동)
1999,위메이크대구모델아카데미학원,대구광역시 수성구 희망로36길 78 2층201호(황금동)(황금동)
2000,연상교육논술학원(원격),대구광역시 동구 동북로 500 501호 지072(호목동메트로시티상가)(효목동태왕메트로시티)
2001,아이티씨영어대구수성점영어학원,대구광역시 수성구 수성로69길 65 7동 상가 204-2호(수성동1가수성 롯데캐슬 THE FIRST)
2002,수앤수학원,대구광역시 수성구 범어로16길 28 2층(범어동)
2003,리드앤톡영어도서관수성만촌1센터영어학원,대구광역시 수성구 동원로28길 7 4층(만촌동)
2004,하늘국어영재원학원,대구광역시 수성구 달구벌대로 2507 8층(범어동)
2005,해리영어학원,대구광역시 동구 동호로 164 2층 202호(괴전동)
2006,초등2관아카바영어학원,대구광역시 수성구 달구벌대로 2510 대동빌딩 4층(범어동)
2007,공샘1등급수학학원,대구광역시 수성구 달구벌대로504길 46 1층(범어동)
2008,라온국어학원,대구광역시 수성구 범어천로 73 218호(범어동)
2009,유정국어학원,대구광역시 수성구 달구벌대로 2565 8층(만촌동)
2010,손윤희생명과학학원,대구광역시 수성구 달구벌대로 2549 2층(만촌동)
2011,이지화국어중등관학원,대구광역시 수성구 달구벌대로 2492 제이반석빌딩 8층 (범어동)
2012,프넬에스(S)영재영어학원,대구광역시 수성구 동원로 2 수성엠비션타워 6층 603호(만촌동)
2013,창하수학학원,대구광역시 동구 신암로 94 3층(신암동)
2014,뉴이바우펫애견미용학원,대구광역시 중구 달구벌대로 2118 7층(봉산동)
2015,온수학학원,대구광역시 수성구 범어로18길 13 2층(범어동)
2016,M&M학원,대구광역시 수성구 달구벌대로 3163 원붕빌딩 5층일부(매호동)
2017,헤일로영어학원,대구광역시 중구 재마루길 77 2103호 2104호(남산동남산롯데캐슬 센트럴스카이)
2018,엠디에스(MDS)엘리트영재원학원,대구광역시 수성구 달구벌대로 2507 7층(범어동)
2019,엠디에스(MDS)특목의대관학원,대구광역시 수성구 달구벌대로 2507 6층(범어동)
2020,미래엔영어수학학원,대구광역시 동구 경안로107길 37 (서호동)
2021,수아르발레학원,대구광역시 수성구 청수로35길 145 2층일부(황금동)
2022,로잔무용학원,대구광역시 수성구 고산로18길 11 (신매동)
2023,리얼스터디학원,대구광역시 수성구 달구벌대로 3152 5층(노변동)
2024,그림아트스튜디오동대구미술학원,대구광역시 동구 신암로20길 63 311호312호(신암동동대구더센트로데시앙)
2025,알파드럼학원,대구광역시 수성구 알파시티2로 19 (시지동) 203호
2026,웅진씽크빅학습센터신서2학원,대구광역시 동구 동호로 75 (신서동)골든프라자 502호
2027,루트학원,대구광역시 동구 동촌로 173 (방촌동)
2028,지샘수학전문학원,대구광역시 중구 남산로 79 4층(남산동)
2029,도연수학학원,대구광역시 수성구 상록로11길 19 4층(범어동)
2030,531수학범어3호관학원,대구광역시 수성구 달구벌대로 2504 3층(범어동)
2031,아크로인사이트학원,대구광역시 수성구 달구벌대로522길 12 2층(만촌동)
2032,틴즈수학학원,대구광역시 수성구 수성로25길 9 3층(상동)
2033,엔터스텔라영어뮤지컬학원,대구광역시 수성구 상록로 15 2층 216호(범어동범어센트럴푸르지오)
2034,G1230영수학원,대구광역시 수성구 고산로 96 5층(신매동)
2035,메타114에듀케이션학원,대구광역시 수성구 지범로 163 5층(지산동)
2036,아이든(AIDEN)학원,대구광역시 수성구 달구벌대로495길 22 2층(범어동)
2037,뿌리깊은수학나무학원,대구광역시 수성구 지범로 248 2층일부(범물동)
2038,뉴대구도배기술학원,대구광역시 중구 명륜로 128-1 (대봉동)
2039,토브영어만촌어학원,대구광역시 수성구 달구벌대로 2674 45층(만촌동)
2040,생각하는황소수성4관학원,대구광역시 수성구 달구벌대로 2532 6층일부(범어동)
2041,생각하는황소수성3관학원,대구광역시 수성구 달구벌대로 2532 6층일부(범어동)
2042,청명수학전문학원,대구광역시 동구 금강로 13 4층일부(신서동)
2043,에이케이(AK)영재수학센터학원,대구광역시 수성구 범어로16길 8 2층(범어동)
2044,도규미술학원,대구광역시 수성구 범어로 87 (범어동)
2045,시지이든실용음악학원,대구광역시 수성구 달구벌대로 3303 4층(사월동)
2046,레이첼어학원,대구광역시 수성구 알파시티2로 28 2층 201호202호(시지동)
2047,버클리기타실용음악학원,대구광역시 수성구 달구벌대로454길 3 경토빌딩 3층 (수성동1가)
2048,이룸아카데미학원,대구광역시 수성구 명덕로 404 4층 402호(수성동2가)
2049,탑사이언스i학원,대구광역시 수성구 달구벌대로 2557-1 3층(만촌동)
2050,탑봉수학학원,대구광역시 수성구 범어로18길 19 2층(범어동)
2051,강의하는아이들스키마수학학원,대구광역시 수성구 달구벌대로 2510 3층(범어동)
2052,하이매쓰수학학원,대구광역시 동구 신암로18길 12-3 3층(신천동)
2053,루미북독서논술학원,대구광역시 수성구 알파시티2로 20 201호(시지동)
2054,쿨클린기술학원,대구광역시 동구 반야월북로 158 2층(각산동)
2055,해인수학X프리즌관리형학원,대구광역시 수성구 달구벌대로 2469 3층일부(범어동)
2056,소수서원국어독서학원,대구광역시 수성구 청호로 424 5층(범어동)
2057,위즈백댄스학원,대구광역시 중구 동성로 8-20 2층(동성로3가)
2058,엠디에스(MDS)엠(M)관학원,대구광역시 수성구 달구벌대로 2530 5층 6층(범어동)
2059,세움영어더베스트학원,대구광역시 동구 장등로 56 123호(신천동벽산e-솔렌스힐)
2060,엘로윈어학원,대구광역시 수성구 동대구로 183 1층일부(황금동)
2061,비탑키즈어학원,대구광역시 수성구 동대구로 183 2층(황금동)
2062,스테듀랩(STEDU LAB)학원(원격),대구광역시 중구 종로 45-4 3층 3914호(종로1가)
2063,이지수학권해과학학원,대구광역시 수성구 범어로20길 1 2층(범어동)
2064,선재수학심정영재원학원,대구광역시 수성구 달구벌대로 2520 2층(범어동)
2065,MBC아카데미뷰티미용입시학원,대구광역시 중구 공평로 25 호산빌딩2층(삼덕동1가)
2066,허니잼영어어학원,대구광역시 수성구 달구벌대로650길 51 3층(신매동)
2067,리드인독서사월초점학원,대구광역시 수성구 달구벌대로 3294 2층 204-2호(신매동)
2068,플라이투더스카이유율하학원,대구광역시 동구 안심로16길 47 407호(율하동)
2069,국어의뜰학원,대구광역시 수성구 범어로24길 6 1층(범어동)
2070,프렙스어학원,대구광역시 수성구 상록로 70 4층 402호(범어동)
2071,강남수학학원동호점학원,대구광역시 동구 금강로 17 202호(신서동)
2072,리드앤톡영어도서관범어경동학원,대구광역시 수성구 청호로 411 1층(범어동)
2073,책나무수성3가독서논술학원,대구광역시 수성구 명덕로 455 101동 201호(수성동3가수성3가롯데캐슬아파트)
2074,에듀플렉스에듀코치개별지도범어2학원,대구광역시 수성구 청호로 373 2층일부(범어동)
2075,타이탄수학학원,대구광역시 수성구 달구벌대로 2598 5층 510호 511호(만촌동)
2076,CNT수학학원,대구광역시 동구 동촌로 214 2층202호(방촌동)
2077,피어나다그대플로리스트학원,대구광역시 수성구 들안로73길 50-10 (수성동4가)
2078,범어하늘교육알바트로스학원,대구광역시 수성구 달구벌대로 2507 402호(범어동)
2079,독수리수학학원,대구광역시 수성구 청수로45길 32 4층일부(황금동)
2080,장수학학원,대구광역시 수성구 달구벌대로647길 20-1 3층(신매동)
2081,예설라대구범어국어학원,대구광역시 수성구 달구벌대로 2486 3층일부(범어동)
2082,능률중고등영어학원,대구광역시 동구 금강로 17 2층 201호(신서동)
2083,이브댄스학원,대구광역시 중구 동성로1길 74 4층(봉산동)
2084,척수학학원,대구광역시 수성구 지범로 181 4층 402호(지산동)
2085,매쓰매치수학학원,대구광역시 수성구 달구벌대로659길 6 3층(사월동)
2086,온탑영어학원,대구광역시 동구 동호로5길 12 2층(신서동)
2087,공부의철인범어학원,대구광역시 수성구 달구벌대로496길 19 2층 3층(범어동)
2088,에듀플렉스에듀코치개별지도수성3가학원,대구광역시 수성구 들안로 274 8층일부(수성동3가)
2089,기탄사고력교실황금캐슬골드학원,대구광역시 수성구 청수로35길 135 4층일부(황금동)
2090,뮤과학S학원,대구광역시 수성구 범어로18길 88 2층(범어동)
2091,심동국어학원,대구광역시 수성구 범어로20길 48 2층(범어동)
2092,자기주도파이트클럽범어독서실,대구광역시 수성구 달구벌대로 2470 3층 301호 (범어동)
2093,손샘영어중등어학원,대구광역시 수성구 달구벌대로 2529 7층일부(범어동)
2094,MK스카이범어학원,대구광역시 수성구 달구벌대로 2470 3층 302호일부(범어동)
2095,미래엔영어수학신암동부학원,대구광역시 동구 경대로 126 304동1층1호(신암동해링턴플레이스동대구아파트)
2096,수학의달인매쓰핏수학학원,대구광역시 수성구 교학로 14 3층(만촌동)
2097,선배수학2관학원,대구광역시 수성구 달구벌대로 2477 5층(범어동)
2098,샘수학학원,대구광역시 수성구 교학로11길 79 2층(만촌동)
2099,도우영수학원,대구광역시 수성구 알파시티2로 29 4층 402호(시지동)
2100,씨앤에이논술이데아2호관학원,대구광역시 수성구 달구벌대로 2510 10층(범어동)
2101,수만휘스파르타2관학원,대구광역시 수성구 달구벌대로 2538 4층일부(범어동)
2102,그녀쌤의리드인문해력전문학원,대구광역시 동구 반야월북로 142 2층(각산동)
2103,스펙마스터대입전략학원,대구광역시 수성구 달구벌대로 2565 10층 1001호일부(만촌동)
2104,제이디학원,대구광역시 수성구 청호로96길 14-3 2층(만촌동)
2105,엘리피아노음악학원,대구광역시 수성구 신매로16길 5   3층 (신매동)
2106,대구웨스트민스터(Westminster)애견미용학원,대구광역시 중구 태평로 300-1  2층 (동인동3가 MD빌딩)
2107,피클에듀학원,대구광역시 중구 중앙대로 309  6층 (남산동)
2108,영남제과제빵아카데미학원,대구광역시 중구 서성로 7  2호 2층 일부 (동산동 근린생활시설)
2109,그린컴퓨터아트학원,대구광역시 중구 중앙대로 394  4층 일부 5층 (남일동)
2110,따고집고옷수선전문기술학원,대구광역시 동구 아양로11길 3  1층 (신암동)
2111,석세스이미지컨설팅학원,대구광역시 수성구 동대구로15길 34  3층 (두산동)
2112,에듀플렉스에듀코치범어학원,대구광역시 수성구 달구벌대로 2668 (만촌동)3층 일부
2113,화당독서실,대구광역시 수성구 화랑로 160   5층 (만촌동)
2114,명문독서실,대구광역시 수성구 달구벌대로454길 7  2~3층 (수성동1가)
2115,관리형독서실CM독서실,대구광역시 동구 동호로 69  401호 402호 403호 (동호동 동호월드타운)
2116,대구경북직업전문학원,대구광역시 중구 국채보상로 582  14층 1호 (남일동 미도빌딩)
2117,조이코딩영재스쿨학원,대구광역시 수성구 달구벌대로 2490  3층 (범어동)
2118,이엔엠3호관입시학원,대구광역시 중구 달구벌대로 1943  상가102동 201~2호 205~6호 (대신동 e편한세상 대신)
2119,포인트댄스학원,대구광역시 중구 경상감영길 298  3층 (동인동2가)
2120,중심미술학원,대구광역시 중구 명덕로55길 1  3층 일부 (대봉동)
2121, 배상훈수학교습소,대구광역시 수성구 범어로16길 12-7   2층(범어동)
2122,환희피아노교습소,대구광역시 동구 송라로10길 13 () 
2123,에덴피아노교습소,대구광역시 동구 화랑로29길 19  1층 (효목동)
2124,제일피아노교습소,대구광역시 수성구 상록로11길 6 () 
2125,필하모닉피아노교습소,대구광역시 수성구 달구벌대로650길 29  112동 202호(신매동 신화빌라트상가)
2126,척척박사중국어교습소,대구광역시 수성구 들안로28길 23  1층 일부 (황금동)
2127,서강피아노교습소,대구광역시 수성구 수성로57길 33 () 
2128,서라벌피아노교습소,대구광역시 동구 방천로3길 22-1 () 
2129,소리나무음악교습소,대구광역시 수성구 들안로28길 43 (황금동)
2130,예랑피아노교습소,대구광역시 동구 신암로20길 42   1층 (신암동)
2131,예음피아노교습소,대구광역시 동구 화랑로37길 60-1 () 
2132,김인규색소폰교습소,대구광역시 중구 중앙대로62길 1  3층 (남산동)
2133,미래피아노교습소,대구광역시 수성구 들안로20길 22 두산동
2134,파스텔미술교습소,대구광역시 동구 아양로11길 39-2  1층 중간 (신암동)
2135,한빛미술교습소,대구광역시 수성구 동대구로38길 77 () 
2136,벧엘피아노교습소,대구광역시 수성구 동원로 63  1층 일부 (범어동)
2137,채움수학교습소,대구광역시 수성구 상화로5길 17 () 
2138,빨간코끼리미술교습소,대구광역시 수성구 상록로 41  범어태왕아너스상가 202호 (범어동)
2139,아트하우스미술교습소,대구광역시 수성구 범안로8길 35  삼주타운 상가 203 (범물동)
2140,뉴모짜르트피아노교습소,대구광역시 동구 반야월북로55길 19 107동 107호
2141,쇼팽피아노교습소,대구광역시 수성구 수성로 412  119동 402호 (수성동4가수성보성타운)
2142,모짜르트피아노교습소,대구광역시 수성구 수성로 411   수성화성쌍용타운상가 107동 204호 (수성동4가)
2143,그림그리기미술교습소,대구광역시 수성구 신매로 71  상가 204호 (신매동시지천마타운)
2144,마이스윗피아노음악교습소,대구광역시 동구 동북로 500 효목동 태왕메트로시티아파트 602동 108호
2145,권경아피아노음악교습소,대구광역시 수성구 동대구로52길 31  3층 일부 (범어동)
2146,취은서예교습소,대구광역시 수성구 교학로11길 73   101동 3층 2호 (만촌동)
2147,계명피아노교습소,대구광역시 수성구 지산로 32  우방아파트 상가 지층 3호 (지산동)
2148,제이피아노클래스피아노교습소,대구광역시 수성구 범안로4길 6 () 
2149,예로미술교습소,대구광역시 수성구 희망로19길 72 () 
2150,대청피아노교습소,대구광역시 수성구 교학로12길 8   1층 (만촌동)
2151,다빈치미술교습소,대구광역시 수성구 천을로 181  협화아파트 상가 113-202 (매호동)
2152,바하피아노교습소,대구광역시 수성구 달구벌대로530길 31 () 
2153,룸비니피아노교습소,대구광역시 동구 동촌로 190  상가 135동202호 (방촌동영남네오빌)
2154,콩미술교습소,대구광역시 수성구 동대구로38길 79  1층 일부(범어동)
2155,효성클래스피아노교습소,대구광역시 동구 송라로6길 4  1층 (신천동)
2156,피아노의숲음악교습소,대구광역시 동구 해동로 268   1층 (방촌동)
2157,멜로우음악교습소,대구광역시 동구 동촌로11길 19-3 1층(입석동)
2158,소리샘피아노교습소,대구광역시 수성구 만촌로 74   1층 (만촌동)
2159,이무지치피아노교습소,대구광역시 수성구 청호로 370  108동 204호(범어동 장원맨션상가)
2160,꿈꾸는멜로디피아노교습소,대구광역시 수성구 들안로28길 49  1층 (황금동)
2161,계명아트스쿨미술교습소,대구광역시 수성구 교학로12길 10 () 
2162,나리미술교습소,대구광역시 수성구 국채보상로 846  상가동 1층 127호 (범어동 청구성조타운)
2163,영음피아노교습소,대구광역시 수성구 희망로19길 73   1층 (수성동1가)
2164,프랜드미술교습소,대구광역시 동구 해동로8길 88  1층 일부 (불로동)
2165,별에오르는아이들피아노교습소,대구광역시 수성구 교학로12길 3 () 
2166,뉴계명피아노교습소,대구광역시 동구 효동로 78-5 () 
2167,좋은화실교습소,대구광역시 동구 동촌로48길 47   1층 (방촌동)
2168,아이스케치미술교습소,대구광역시 수성구 만촌로 120 2층
2169,헬로우미술교습소,대구광역시 수성구 고산로 70  상가 1층 7호 (신매동 청솔타운)
2170,박선생수학교습소,대구광역시 수성구 지범로22길 9  한라타운 상가106호 (지산동)
2171,JCS영어교습소,대구광역시 수성구 교학로11길 46  301동 상가 112호 (만촌동만촌우방타운)
2172,소리엘피아노교습소,대구광역시 수성구 동대구로38길 75 () 
2173,태성해법영어교습소,대구광역시 수성구 용학로 272  범물콤비코아 A동 2-8호 일부 (범물동)
2174,TOP엘리트수학교습소,대구광역시 수성구 용학로 272  범물콤비코아 A동 2-8호 일부 (범물동)
2175,해오름수학교습소,대구광역시 동구 파계로6길 54   나동 103호 (지묘동)
2176,차수학신천수학교습소,대구광역시 동구 송라로10길 34  상가 301동 2-1호 (신천동 화성파크드림 이스트밸리)
2177,배움터수학교습소,대구광역시 동구 화랑로25길 35   우일아파트 107호 (효목동)
2178,한우리독서논술국어교습소,대구광역시 동구 화랑로80길 8  146동 403호(방촌동 우방강촌마을상가)
2179,유앤아이미술교습소,대구광역시 동구 동북로 500 효목동 태왕메트로시티아파트 601동 109호
2180,끼+미술교습소,대구광역시 수성구 시지로 28  302호 (시지동)
2181,양혜리피아노교습소,대구광역시 동구 동북로 500 효목동 태왕메트로시티아파트 701동 605호
2182,계명피아노교습소,대구광역시 수성구 천을로 200  2충 (매호동)
2183,New알토피아노교습소,대구광역시 수성구 욱수천로 7  태왕월드하이츠아파트 상가 101호 (욱수동)
2184,햇살가득피아노교습소,대구광역시 동구 율하동로23길 70 (율하동)
2185,혜인한문교습소,대구광역시 수성구 범어천로 190  106동 201호(범어동 범어동월드메르디앙이스턴카운티)
2186,언어세상일본어교습소,대구광역시 수성구 범어로18길 53  1층 일부 (범어동)
2187,가우스수학교습소,대구광역시 수성구 달구벌대로647길 19 () 
2188,스피치킴교육화술교습소,대구광역시 중구 명덕로 327-5  3층 (대봉동)
2189,예인음악교습소,대구광역시 수성구 달구벌대로618길 18 (시지동)
2190,동산피아노교습소,대구광역시 수성구 동대구로38길 77   1층 (범어동)
2191,PS바이올린교습소,대구광역시 수성구 동원로 100  외 1메트로팔레스상가 521동 203호 (만촌동)
2192,스마트해법영어지산현대점영어교습소,대구광역시 수성구 지범로22길 20  106동 105호 (지산동지산현대맨션상가)
2193,헤세드수학교습소,대구광역시 수성구 달구벌대로456길 43  102동 103호(수성동1가 수성영남타운)
2194,열린수학교습소,대구광역시 수성구 상화로7길 48  1층 일부 (상동)
2195,제1수학교습소,대구광역시 수성구 들안로28길 23 () 
2196,업(up)국어교습소,대구광역시 수성구 달구벌대로504길 5   2층 (범어동)
2197,논리수학교습소,대구광역시 수성구 만촌로24길 11 (만촌동)
2198,양지수학교습소,대구광역시 수성구 범어로18길 22  304호 (범어동 힐스테이트 범어)
2199,형설국어교습소,대구광역시 수성구 고산로 121-19 () 
2200,신조형아트빌미술교습소,대구광역시 수성구 수성로 313-5 () 
